taxa,shapefile present,n occurences,date downloaded,Family,BONAP ID,Group
heliotropium_torreyi,shape,80,Wed Jan 28 21:28:16 2015,Boraginaceae,BP009550,3
phacelia_popei,shape,80,Thu Jan 29 00:31:32 2015,Boraginaceae,BP014927,3
cryptantha_cana,shape,81,Thu Jan 29 04:18:49 2015,Boraginaceae,BP013839,3
cryptantha_virgata,shape,81,Wed Jan 28 19:28:31 2015,Boraginaceae,BP013889,3
hackelia_diffusa,shape,81,Wed Jan 28 21:18:11 2015,Boraginaceae,BP009293,3
cryptantha_albida,shape,82,Wed Jan 28 19:20:06 2015,Boraginaceae,BP005443,3
cynoglossum_occidentale,shape,82,Wed Jan 28 19:36:39 2015,Boraginaceae,BP005819,3
phacelia_procera,shape,82,Thu Jan 29 00:31:36 2015,Boraginaceae,BP015055,3
cordia_parvifolia,shape,83,Wed Jan 28 19:11:37 2015,Boraginaceae,BP005011,3
cryptantha_virginensis,shape,83,Wed Jan 28 19:28:46 2015,Boraginaceae,BP013853,3
plagiobothrys_jonesii,shape,83,Thu Jan 29 00:49:27 2015,Boraginaceae,BP015695,3
plagiobothrys_greenei,shape,85,Thu Jan 29 00:48:48 2015,Boraginaceae,BP015688,3
phacelia_rotundifolia,shape,86,Thu Jan 29 00:32:24 2015,Boraginaceae,BP015066,3
nama_aretioides,shape,88,Wed Jan 28 23:35:26 2015,Boraginaceae,BP013312,3
romanzoffia_californica,shape,90,Thu Jan 29 01:50:19 2015,Boraginaceae,BP017226,3
cordia_bullata,shape,91,Wed Jan 28 19:10:01 2015,Boraginaceae,BP005009,3
phacelia_cicutaria,shape,91,Thu Jan 29 00:23:41 2015,Boraginaceae,BP014946,3
plagiobothrys_fulvus,shape,91,Thu Jan 29 00:48:31 2015,Boraginaceae,BP015684,3
heliotropium_europaeum,shape,93,Wed Jan 28 21:22:25 2015,Boraginaceae,BP009535,3
mertensia_brevistyla,shape,93,Wed Jan 28 23:09:04 2015,Boraginaceae,BP012710,3
phacelia_alba,shape,94,Thu Jan 29 00:20:03 2015,Boraginaceae,BP014921,3
tiquilia_palmeri,shape,94,Thu Jan 29 03:10:35 2015,Boraginaceae,BP020062,3
anchusa_officinalis,shape,96,Wed Jan 28 17:07:16 2015,Boraginaceae,BP000935,3
cryptantha_simulans,shape,96,Thu Jan 29 04:19:44 2015,Boraginaceae,BP005483,3
cryptantha_sericea,shape,97,Thu Jan 29 04:19:39 2015,Boraginaceae,BP013877,3
symphytum_asperum,shape,99,Thu Jan 29 03:00:17 2015,Boraginaceae,BP019654,3
heliotropium_amplexicaule,shape,101,Wed Jan 28 21:24:12 2015,Boraginaceae,BP009528,3
phacelia_bicolor,shape,103,Thu Jan 29 00:22:04 2015,Boraginaceae,BP014933,3
phacelia_pulchella,shape,104,Thu Jan 29 00:31:40 2015,Boraginaceae,BP015056,3
plagiobothrys_bracteatus,shape,105,Thu Jan 29 00:46:45 2015,Boraginaceae,BP015677,3
cordia_sebestena,shape,107,Wed Jan 28 19:17:17 2015,Boraginaceae,BP005013,3
cryptantha_recurvata,shape,107,Wed Jan 28 19:26:44 2015,Boraginaceae,BP005480,3
phacelia_corymbosa,shape,109,Thu Jan 29 00:24:10 2015,Boraginaceae,BP014953,3
phacelia_glandulifera,shape,110,Thu Jan 29 00:26:12 2015,Boraginaceae,BP014983,3
pectocarya_pusilla,shape,111,Thu Jan 29 00:15:45 2015,Boraginaceae,BP014393,3
phacelia_imbricata,shape,113,Thu Jan 29 00:27:50 2015,Boraginaceae,BP015000,3
plagiobothrys_kingii,shape,113,Thu Jan 29 00:49:41 2015,Boraginaceae,BP015696,3
phacelia_bombycina,shape,114,Thu Jan 29 00:22:20 2015,Boraginaceae,BP014936,3
harpagonella_palmeri,shape,116,Thu Jan 29 05:19:54 2015,Boraginaceae,BP009352,3
cynoglossum_amabile,shape,118,Wed Jan 28 19:40:58 2015,Boraginaceae,BP005813,3
mertensia_arizonica,shape,119,Wed Jan 28 23:08:06 2015,Boraginaceae,BP012708,3
lithospermum_officinale,shape,122,Wed Jan 28 22:34:03 2015,Boraginaceae,BP011621,3
phacelia_tanacetifolia,shape,122,Thu Jan 29 00:33:29 2015,Boraginaceae,BP015082,3
tiquilia_plicata,shape,122,Thu Jan 29 03:10:36 2015,Boraginaceae,BP020063,3
phacelia_cryptantha,shape,123,Thu Jan 29 00:24:31 2015,Boraginaceae,BP014958,3
phacelia_congesta,shape,124,Thu Jan 29 05:38:49 2015,Boraginaceae,BP014950,3
plagiobothrys_figuratus,shape,124,Thu Jan 29 00:48:09 2015,Boraginaceae,BP015683,3
hydrophyllum_tenuipes,shape,127,Wed Jan 28 21:41:25 2015,Boraginaceae,BP010007,3
plagiobothrys_leptocladus,shape,129,Thu Jan 29 00:49:49 2015,Boraginaceae,BP015698,3
plagiobothrys_canescens,shape,130,Thu Jan 29 00:47:09 2015,Boraginaceae,BP015678,3
lithospermum_tuberosum,shape,134,Wed Jan 28 22:35:35 2015,Boraginaceae,BP011626,3
cryptantha_setosissima,shape,135,Thu Jan 29 04:19:41 2015,Boraginaceae,BP013878,3
cryptantha_thyrsiflora,shape,135,Thu Jan 29 04:19:59 2015,Boraginaceae,BP013887,3
eritrichium_nanum,shape,137,Wed Jan 28 20:29:37 2015,Boraginaceae,BP007935,3
macromeria_viridiflora,shape,137,Wed Jan 28 23:02:13 2015,Boraginaceae,BP012209,3
euploca_fruticosa,shape,138,Thu Jan 29 05:16:44 2015,Boraginaceae,BP009536,3
myosotis_asiatica,shape,144,Wed Jan 28 23:31:06 2015,Boraginaceae,BP013206,3
phacelia_gilioides,shape,149,Thu Jan 29 00:26:06 2015,Boraginaceae,BP014980,3
cryptantha_decipiens,shape,151,Thu Jan 29 04:18:54 2015,Boraginaceae,BP005448,3
phacelia_coerulea,shape,151,Thu Jan 29 00:23:48 2015,Boraginaceae,BP014940,3
hesperochiron_californicus,shape,152,Wed Jan 28 21:25:19 2015,Boraginaceae,BP009599,3
phacelia_humilis,shape,153,Thu Jan 29 05:39:10 2015,Boraginaceae,BP014997,3
tiquilia_nuttallii,shape,161,Thu Jan 29 03:10:34 2015,Boraginaceae,BP020061,3
pholistoma_auritum,shape,162,Thu Jan 29 00:32:58 2015,Boraginaceae,BP015256,3
phacelia_nemoralis,shape,165,Thu Jan 29 00:30:23 2015,Boraginaceae,BP015035,3
romanzoffia_sitchensis,shape,165,Thu Jan 29 01:49:35 2015,Boraginaceae,BP017227,3
pectocarya_penicillata,shape,166,Thu Jan 29 00:12:51 2015,Boraginaceae,BP014390,3
phacelia_affinis,shape,166,Thu Jan 29 00:19:57 2015,Boraginaceae,BP014920,3
mertensia_longiflora,shape,167,Wed Jan 28 23:11:25 2015,Boraginaceae,BP012717,3
nemophila_aphylla,shape,167,Wed Jan 28 21:46:34 2015,Boraginaceae,BP013433,3
borago_officinalis,shape,171,Wed Jan 28 17:51:46 2015,Boraginaceae,BP002632,3
phacelia_hirsuta,shape,172,Thu Jan 29 00:27:00 2015,Boraginaceae,BP014993,3
ehretia_anacua,shape,175,Wed Jan 28 20:10:48 2015,Boraginaceae,BP007014,3
phacelia_fremontii,shape,175,Thu Jan 29 00:26:01 2015,Boraginaceae,BP014977,3
cryptantha_gracilis,shape,176,Wed Jan 28 19:23:16 2015,Boraginaceae,BP005460,3
tournefortia_hirsutissima,shape,177,Thu Jan 29 04:12:46 2015,Boraginaceae,BP020096,3
pectocarya_setosa,shape,181,Thu Jan 29 00:16:37 2015,Boraginaceae,BP014395,3
phacelia_ivesiana,shape,183,Thu Jan 29 00:27:59 2015,Boraginaceae,BP015009,3
myosotis_sylvatica,shape,187,Wed Jan 28 23:33:00 2015,Boraginaceae,BP013214,3
phacelia_egena,shape,187,Thu Jan 29 00:25:18 2015,Boraginaceae,BP014968,3
phacelia_integrifolia,shape,188,Thu Jan 29 00:28:07 2015,Boraginaceae,BP015006,3
hydrophyllum_macrophyllum,shape,190,Wed Jan 28 21:39:00 2015,Boraginaceae,BP010005,3
phacelia_lutea,shape,193,Thu Jan 29 00:29:03 2015,Boraginaceae,BP015020,3
cryptantha_muricata,shape,197,Wed Jan 28 19:25:29 2015,Boraginaceae,BP005447,3
cynoglossum_grande,shape,197,Wed Jan 28 19:32:45 2015,Boraginaceae,BP005817,3
cryptantha_ambigua,shape,204,Wed Jan 28 19:20:10 2015,Boraginaceae,BP005444,3
amsinckia_lycopsoides,shape,207,Wed Jan 28 17:00:31 2015,Boraginaceae,BP000903,3
cryptantha_fendleri,shape,209,Thu Jan 29 05:05:29 2015,Boraginaceae,BP005456,3
lithospermum_cobrense,shape,211,Wed Jan 28 22:30:46 2015,Boraginaceae,BP011610,3
nemophila_breviflora,shape,212,Wed Jan 28 23:35:33 2015,Boraginaceae,BP013434,3
pectocarya_heterocarpa,shape,214,Thu Jan 29 00:17:00 2015,Boraginaceae,BP014388,3
asperugo_procumbens,shape,221,Wed Jan 28 17:35:14 2015,Boraginaceae,BP001628,3
cryptantha_flava,shape,222,Wed Jan 28 19:23:01 2015,Boraginaceae,BP013849,3
plagiobothrys_hispidulus,shape,222,Thu Jan 29 00:48:33 2015,Boraginaceae,BP015690,3
mertensia_maritima,shape,224,Wed Jan 28 23:11:58 2015,Boraginaceae,BP012719,3
hackelia_deflexa,shape,226,Wed Jan 28 21:18:09 2015,Boraginaceae,BP009292,3
cordia_boissieri,shape,229,Wed Jan 28 19:08:36 2015,Boraginaceae,BP005006,3
cryptantha_watsonii,shape,230,Thu Jan 29 04:20:04 2015,Boraginaceae,BP005490,3
hesperochiron_pumilus,shape,230,Wed Jan 28 21:28:38 2015,Boraginaceae,BP009600,3
nemophila_heterophylla,shape,232,Wed Jan 28 23:35:35 2015,Boraginaceae,BP013435,3
wigandia_urens,shape,235,Thu Jan 29 03:44:50 2015,Boraginaceae,BP021100,3
eriodictyon_angustifolium,shape,237,Wed Jan 28 20:40:17 2015,Boraginaceae,BP007664,3
hydrophyllum_occidentale,shape,240,Wed Jan 28 21:39:54 2015,Boraginaceae,BP010006,3
myosotis_stricta,shape,243,Wed Jan 28 23:31:20 2015,Boraginaceae,BP013213,3
cryptantha_maritima,shape,251,Wed Jan 28 19:24:57 2015,Boraginaceae,BP005468,3
myosotis_discolor,shape,251,Wed Jan 28 23:31:07 2015,Boraginaceae,BP013208,3
phacelia_dubia,shape,251,Thu Jan 29 00:25:09 2015,Boraginaceae,BP014967,3
cryptantha_crassisepala,shape,253,Thu Jan 29 04:18:56 2015,Boraginaceae,BP005449,3
eucrypta_chrysanthemifolia,shape,253,Wed Jan 28 20:47:51 2015,Boraginaceae,BP008123,3
plagiobothrys_stipitatus,shape,253,Thu Jan 29 00:52:43 2015,Boraginaceae,BP015708,3
hackelia_patens,shape,264,Wed Jan 28 21:19:21 2015,Boraginaceae,BP009303,3
lithospermum_latifolium,shape,268,Wed Jan 28 22:32:40 2015,Boraginaceae,BP011614,3
emmenanthe_penduliflora,shape,271,Wed Jan 28 20:16:27 2015,Boraginaceae,BP007183,3
pectocarya_recurvata,shape,271,Thu Jan 29 00:16:12 2015,Boraginaceae,BP014394,3
plagiobothrys_nothofulvus,shape,271,Thu Jan 29 00:50:58 2015,Boraginaceae,BP015702,3
onosmodium_virginianum,shape,275,Wed Jan 28 23:46:29 2015,Boraginaceae,BP011627,3
cryptantha_affinis,shape,279,Wed Jan 28 19:28:38 2015,Boraginaceae,BP005442,3
eucrypta_micrantha,shape,281,Wed Jan 28 20:48:51 2015,Boraginaceae,BP008124,3
pectocarya_platycarpa,shape,285,Thu Jan 29 00:15:31 2015,Boraginaceae,BP014392,3
myosotis_arvensis,shape,286,Wed Jan 28 23:32:08 2015,Boraginaceae,BP013205,3
phacelia_bipinnatifida,shape,299,Thu Jan 29 00:22:07 2015,Boraginaceae,BP014934,3
nemophila_pedunculata,shape,301,Wed Jan 28 23:37:05 2015,Boraginaceae,BP013440,3
tiquilia_canescens,shape,303,Thu Jan 29 03:10:04 2015,Boraginaceae,BP020055,3
cordia_curassavica,shape,305,Wed Jan 28 19:13:01 2015,Boraginaceae,BP005007,3
euploca_convolvulacea,shape,305,Wed Jan 28 20:43:32 2015,Boraginaceae,BP009533,3
phacelia_mutabilis,shape,309,Thu Jan 29 00:30:11 2015,Boraginaceae,BP015032,3
plagiobothrys_tenellus,shape,312,Thu Jan 29 00:52:58 2015,Boraginaceae,BP015712,3
eriodictyon_californicum,shape,317,Wed Jan 28 20:21:38 2015,Boraginaceae,BP007665,3
cryptantha_nevadensis,shape,321,Wed Jan 28 19:25:45 2015,Boraginaceae,BP005476,3
cryptantha_flaccida,shape,328,Wed Jan 28 19:22:56 2015,Boraginaceae,BP005457,3
hydrophyllum_fendleri,shape,332,Wed Jan 28 21:38:47 2015,Boraginaceae,BP010004,3
nemophila_menziesii,shape,332,Wed Jan 28 23:36:46 2015,Boraginaceae,BP013438,3
nemophila_parviflora,shape,332,Wed Jan 28 23:36:52 2015,Boraginaceae,BP013439,3
tournefortia_volubilis,shape,337,Thu Jan 29 04:13:06 2015,Boraginaceae,BP020097,3
cryptantha_micrantha,shape,344,Wed Jan 28 19:25:05 2015,Boraginaceae,BP007378,3
cryptantha_minima,shape,344,Wed Jan 28 19:25:10 2015,Boraginaceae,BP005472,3
phacelia_purshii,shape,356,Thu Jan 29 00:31:44 2015,Boraginaceae,BP015058,3
heliotropium_procumbens,shape,357,Wed Jan 28 21:25:46 2015,Boraginaceae,BP009544,3
cryptantha_celosioides,shape,368,Thu Jan 29 04:18:46 2015,Boraginaceae,BP013841,3
mertensia_oblongifolia,shape,374,Wed Jan 28 23:12:12 2015,Boraginaceae,BP012720,3
symphytum_officinale,shape,374,Thu Jan 29 02:56:37 2015,Boraginaceae,BP019655,3
myosotis_macrosperma,shape,378,Wed Jan 28 23:32:09 2015,Boraginaceae,BP013211,3
cordia_alliodora,shape,383,Wed Jan 28 19:18:25 2015,Boraginaceae,BP005004,3
cryptantha_circumscissa,shape,394,Wed Jan 28 19:21:37 2015,Boraginaceae,BP009182,3
heliotropium_tenellum,shape,395,Wed Jan 28 21:26:59 2015,Boraginaceae,BP009548,3
phacelia_ramosissima,shape,397,Thu Jan 29 00:32:13 2015,Boraginaceae,BP015062,3
plagiobothrys_arizonicus,shape,407,Thu Jan 29 00:46:02 2015,Boraginaceae,BP015675,3
mertensia_lanceolata,shape,408,Wed Jan 28 23:10:52 2015,Boraginaceae,BP012716,3
phacelia_sericea,shape,440,Thu Jan 29 00:32:49 2015,Boraginaceae,BP015072,3
cryptantha_angustifolia,shape,443,Wed Jan 28 19:20:19 2015,Boraginaceae,BP010564,3
mertensia_franciscana,shape,444,Wed Jan 28 23:10:15 2015,Boraginaceae,BP012714,3
cryptantha_torreyana,shape,449,Thu Jan 29 04:19:56 2015,Boraginaceae,BP005487,3
lithospermum_multiflorum,shape,460,Wed Jan 28 22:33:43 2015,Boraginaceae,BP011618,3
lithospermum_caroliniense,shape,478,Wed Jan 28 22:30:12 2015,Boraginaceae,BP011609,3
phacelia_crenulata,shape,489,Thu Jan 29 00:24:17 2015,Boraginaceae,BP014956,3
cryptantha_intermedia,shape,493,Wed Jan 28 19:23:54 2015,Boraginaceae,BP005464,3
plagiobothrys_scouleri,shape,537,Thu Jan 29 00:52:27 2015,Boraginaceae,BP015707,3
phacelia_linearis,shape,544,Thu Jan 29 00:28:54 2015,Boraginaceae,BP015018,3
heliotropium_angiospermum,shape,552,Wed Jan 28 21:26:24 2015,Boraginaceae,BP009529,3
hydrophyllum_appendiculatum,shape,563,Thu Jan 29 04:23:49 2015,Boraginaceae,BP010000,3
hackelia_micrantha,shape,564,Wed Jan 28 21:19:05 2015,Boraginaceae,BP009299,3
cryptantha_barbigera,shape,609,Thu Jan 29 04:18:41 2015,Boraginaceae,BP005445,3
amsinckia_tessellata,shape,611,Wed Jan 28 17:02:10 2015,Boraginaceae,BP000906,3
phacelia_distans,shape,665,Thu Jan 29 00:24:46 2015,Boraginaceae,BP014964,3
heliotropium_indicum,shape,712,Wed Jan 28 21:23:41 2015,Boraginaceae,BP009539,3
hydrophyllum_capitatum,shape,720,Wed Jan 28 21:38:12 2015,Boraginaceae,BP010003,3
hydrophyllum_canadense,shape,725,Wed Jan 28 21:37:35 2015,Boraginaceae,BP010002,3
mertensia_paniculata,shape,738,Wed Jan 28 23:13:05 2015,Boraginaceae,BP012721,3
lappula_redowskii,shape,760,Thu Jan 29 05:26:20 2015,Boraginaceae,BP010960,3
hackelia_floribunda,shape,785,Wed Jan 28 21:18:17 2015,Boraginaceae,BP009294,3
echium_vulgare,shape,787,Wed Jan 28 20:09:51 2015,Boraginaceae,BP007005,3
myosotis_laxa,shape,787,Wed Jan 28 23:32:01 2015,Boraginaceae,BP013210,3
mertensia_virginica,shape,798,Wed Jan 28 23:16:11 2015,Boraginaceae,BP012724,3
myosotis_scorpioides,shape,807,Wed Jan 28 23:32:17 2015,Boraginaceae,BP013212,3
cryptantha_pterocarya,shape,853,Thu Jan 29 04:19:33 2015,Boraginaceae,BP005478,3
lappula_squarrosa,shape,893,Wed Jan 28 22:16:58 2015,Boraginaceae,BP010961,3
phacelia_heterophylla,shape,904,Thu Jan 29 00:27:00 2015,Boraginaceae,BP014991,3
ellisia_nyctelea,shape,966,Wed Jan 28 20:14:42 2015,Boraginaceae,BP007127,3
cynoglossum_virginianum,shape,1007,Wed Jan 28 19:40:18 2015,Boraginaceae,BP005814,3
heliotropium_curassavicum,shape,1011,Wed Jan 28 21:21:01 2015,Boraginaceae,BP009534,3
hackelia_virginiana,shape,1063,Wed Jan 28 21:20:07 2015,Boraginaceae,BP009310,3
myosotis_verna,shape,1181,Wed Jan 28 23:31:06 2015,Boraginaceae,BP013215,3
lithospermum_canescens,shape,1212,Wed Jan 28 22:30:19 2015,Boraginaceae,BP011608,3
hydrophyllum_virginianum,shape,1214,Wed Jan 28 21:42:25 2015,Boraginaceae,BP010008,3
amsinckia_menziesii,shape,1221,Wed Jan 28 17:00:41 2015,Boraginaceae,BP000901,3
phacelia_hastata,shape,1227,Thu Jan 29 00:26:50 2015,Boraginaceae,BP014990,3
buglossoides_arvensis,shape,1273,Wed Jan 28 18:01:48 2015,Boraginaceae,BP002889,3
cynoglossum_officinale,shape,1305,Wed Jan 28 19:40:02 2015,Boraginaceae,BP005820,3
mertensia_ciliata,shape,1482,Wed Jan 28 23:09:18 2015,Boraginaceae,BP012712,3
lithospermum_ruderale,shape,1617,Wed Jan 28 22:34:31 2015,Boraginaceae,BP011624,3
lithospermum_incisum,shape,1671,Wed Jan 28 22:31:05 2015,Boraginaceae,BP011613,3
aurinia_petraea,shape,1,Wed Jan 28 17:40:52 2015,Brassicaceae,BP002186,4
berteroa_mutabilis,shape,1,Wed Jan 28 17:46:26 2015,Brassicaceae,BP002371,4
cardamine_rupicola,shape,1,Wed Jan 28 18:33:49 2015,Brassicaceae,BP003299,4
draba_weberi,shape,1,Wed Jan 28 20:05:28 2015,Brassicaceae,BP006756,4
halimolobos_pubens,shape,1,Wed Jan 28 21:18:20 2015,Brassicaceae,BP009322,4
myagrum_perfoliatum,shape,1,Wed Jan 28 23:30:29 2015,Brassicaceae,BP013200,4
nasturtium_sterile,shape,1,Wed Jan 28 23:34:42 2015,Brassicaceae,BP013364,4
physaria_dornii,shape,1,Thu Jan 29 00:24:59 2015,Brassicaceae,BP015400,4
physaria_pallida,shape,1,Thu Jan 29 00:30:41 2015,Brassicaceae,BP015443,4
rorippa_crystallina,shape,1,Thu Jan 29 01:49:47 2015,Brassicaceae,BP021878,4
sibara_filifolia,shape,1,Thu Jan 29 02:29:20 2015,Brassicaceae,BP018601,4
sibaropsis_hammittii,shape,1,Thu Jan 29 02:29:48 2015,Brassicaceae,BP018602,4
sisymbrium_austriacum,shape,1,Thu Jan 29 02:27:40 2015,Brassicaceae,BP018797,4
sisymbrium_polyceratium,shape,1,Thu Jan 29 02:32:40 2015,Brassicaceae,BP018804,4
streptanthus_oblanceolatus,shape,1,Thu Jan 29 02:52:41 2015,Brassicaceae,BP019475,4
braya_pilosa,shape,2,Wed Jan 28 17:56:50 2015,Brassicaceae,BP021442,4
draba_jaegeri,shape,2,Wed Jan 28 20:03:40 2015,Brassicaceae,BP006705,4
draba_monoensis,shape,2,Wed Jan 28 20:04:27 2015,Brassicaceae,BP006715,4
draba_pectinipila,shape,2,Wed Jan 28 20:05:02 2015,Brassicaceae,BP006723,4
iberis_carnosa,shape,2,Wed Jan 28 21:45:19 2015,Brassicaceae,BP010172,4
iberis_gibraltarica,shape,2,Wed Jan 28 21:45:23 2015,Brassicaceae,BP010173,4
lepidium_graminifolium,shape,2,Wed Jan 28 22:22:50 2015,Brassicaceae,BP011138,4
lepidium_paysonii,shape,2,Wed Jan 28 22:26:05 2015,Brassicaceae,BP011156,4
lunaria_rediviva,shape,2,Wed Jan 28 22:47:48 2015,Brassicaceae,BP011883,4
stanleya_bipinnata,shape,2,Thu Jan 29 02:47:45 2015,Brassicaceae,BP019319,4
streptanthus_cutleri,shape,2,Thu Jan 29 02:49:35 2015,Brassicaceae,BP019460,4
teesdalia_coronopifolia,shape,2,Thu Jan 29 03:03:46 2015,Brassicaceae,BP019777,4
thelypodiopsis_juniperorum,shape,2,Thu Jan 29 03:06:08 2015,Brassicaceae,BP019921,4
thelypodiopsis_shinnersii,shape,2,Thu Jan 29 03:08:00 2015,Brassicaceae,BP019923,4
draba_paucifructa,shape,3,Wed Jan 28 20:04:52 2015,Brassicaceae,BP006721,4
draba_trichocarpa,shape,3,Wed Jan 28 20:06:03 2015,Brassicaceae,BP006752,4
draba_yukonensis,shape,3,Wed Jan 28 20:06:17 2015,Brassicaceae,BP021608,4
malcolmia_maritima,shape,3,Thu Jan 29 04:44:32 2015,Brassicaceae,BP012299,4
rorippa_dubia,shape,3,Thu Jan 29 01:49:57 2015,Brassicaceae,BP017241,4
streptanthus_petiolaris,shape,3,Thu Jan 29 02:52:59 2015,Brassicaceae,BP019477,4
streptanthus_squamiformis,shape,3,Thu Jan 29 02:53:50 2015,Brassicaceae,BP019480,4
alyssum_szovitsianum,shape,4,Wed Jan 28 16:56:25 2015,Brassicaceae,BP000753,4
arabis_georgiana,shape,4,Wed Jan 28 17:15:52 2015,Brassicaceae,BP001173,4
boechera_pusilla,shape,4,Wed Jan 28 17:20:31 2015,Brassicaceae,BP002570,4
cardamine_micranthera,shape,4,Wed Jan 28 18:24:23 2015,Brassicaceae,BP003288,4
coelophragmus_auriculatus,shape,4,Wed Jan 28 19:16:05 2015,Brassicaceae,BP004832,4
draba_arida,shape,4,Wed Jan 28 20:01:23 2015,Brassicaceae,BP006669,4
draba_ramulosa,shape,4,Wed Jan 28 20:05:18 2015,Brassicaceae,BP006732,4
erysimum_suffrutescens,shape,4,Wed Jan 28 20:25:15 2015,Brassicaceae,BP008005,4
iberis_sempervirens,shape,4,Wed Jan 28 21:45:17 2015,Brassicaceae,BP010175,4
leavenworthia_aurea,shape,4,Wed Jan 28 22:19:55 2015,Brassicaceae,BP011058,4
rapistrum_perenne,shape,4,Thu Jan 29 01:39:49 2015,Brassicaceae,BP021874,4
selenia_jonesii,shape,4,Thu Jan 29 02:21:38 2015,Brassicaceae,BP018418,4
sisymbrium_erysimoides,shape,4,Thu Jan 29 02:28:16 2015,Brassicaceae,BP018798,4
streptanthus_brachiatus,shape,4,Thu Jan 29 02:48:29 2015,Brassicaceae,BP019453,4
thelypodium_texanum,shape,4,Thu Jan 29 03:08:54 2015,Brassicaceae,BP019940,4
barbarea_stricta,shape,5,Wed Jan 28 17:43:41 2015,Brassicaceae,BP002304,4
caulanthus_hallii,shape,5,Wed Jan 28 18:17:39 2015,Brassicaceae,BP004022,4
cochlearia_tridactylites,shape,5,Wed Jan 28 19:13:29 2015,Brassicaceae,BP021552,4
coincya_monensis,shape,5,Wed Jan 28 19:09:05 2015,Brassicaceae,BP004839,4
diplotaxis_erucoides,shape,5,Thu Jan 29 04:21:08 2015,Brassicaceae,BP006589,4
dithyrea_maritima,shape,5,Wed Jan 28 19:54:50 2015,Brassicaceae,BP006609,4
draba_carnosula,shape,5,Wed Jan 28 20:01:56 2015,Brassicaceae,BP006681,4
draba_hitchcockii,shape,5,Wed Jan 28 20:03:31 2015,Brassicaceae,BP006699,4
draba_kassii,shape,5,Wed Jan 28 20:03:52 2015,Brassicaceae,BP006707,4
draba_subumbellata,shape,5,Wed Jan 28 20:06:02 2015,Brassicaceae,BP006751,4
erysimum_cheiri,shape,5,Wed Jan 28 20:25:13 2015,Brassicaceae,BP007992,4
lesquerella_macrocarpa,shape,5,Wed Jan 28 22:20:36 2015,Brassicaceae,BP015429,4
physaria_gordonii,shape,5,Thu Jan 29 00:26:08 2015,Brassicaceae,BP015413,4
physaria_saximontana,shape,5,Thu Jan 29 00:32:28 2015,Brassicaceae,BP015457,4
stanleya_tomentosa,shape,5,Thu Jan 29 02:53:38 2015,Brassicaceae,BP019323,4
thelypodium_stenopetalum,shape,5,Thu Jan 29 03:09:19 2015,Brassicaceae,BP019939,4
arabis_crucisetosa,shape,6,Wed Jan 28 17:13:47 2015,Brassicaceae,BP001170,4
camelina_alyssum,shape,6,Wed Jan 28 18:34:58 2015,Brassicaceae,BP003159,4
nasturtium_gambelii,shape,6,Thu Jan 29 05:35:14 2015,Brassicaceae,BP013361,4
physaria_alpestris,shape,6,Thu Jan 29 00:19:54 2015,Brassicaceae,BP015381,4
physaria_condensata,shape,6,Thu Jan 29 00:23:44 2015,Brassicaceae,BP015394,4
physaria_eburniflora,shape,6,Thu Jan 29 00:25:07 2015,Brassicaceae,BP015402,4
physaria_purpurea,shape,6,Thu Jan 29 05:27:28 2015,Brassicaceae,BP015451,4
rorippa_prostrata,shape,6,Thu Jan 29 01:51:21 2015,Brassicaceae,BP017255,4
rorippa_subumbellata,shape,6,Thu Jan 29 01:52:02 2015,Brassicaceae,BP017251,4
streptanthus_callistus,shape,6,Thu Jan 29 02:48:52 2015,Brassicaceae,BP019456,4
streptanthus_platycarpus,shape,6,Wed Jan 28 17:19:51 2015,Brassicaceae,BP019478,4
thelypodium_repandum,shape,6,Thu Jan 29 03:07:11 2015,Brassicaceae,BP019936,4
boechera_gunnisoniana,shape,7,Wed Jan 28 17:14:04 2015,Brassicaceae,BP002528,4
boechera_pallidifolia,shape,7,Wed Jan 28 17:19:22 2015,Brassicaceae,BP002554,4
brassica_fruticulosa,shape,7,Wed Jan 28 17:56:20 2015,Brassicaceae,BP002735,4
draba_argyrea,shape,7,Wed Jan 28 20:01:21 2015,Brassicaceae,BP006668,4
draba_asterophora,shape,7,Wed Jan 28 20:01:31 2015,Brassicaceae,BP006671,4
draba_graminea,shape,7,Wed Jan 28 20:03:22 2015,Brassicaceae,BP006695,4
erysimum_insulare,shape,7,Wed Jan 28 20:30:35 2015,Brassicaceae,BP007998,4
leavenworthia_crassa,shape,7,Wed Jan 28 22:20:36 2015,Brassicaceae,BP011059,4
paysonia_lasiocarpa,shape,7,Thu Jan 29 00:00:06 2015,Brassicaceae,BP014364,4
physaria_fendleri,shape,7,Thu Jan 29 00:25:21 2015,Brassicaceae,BP015405,4
rorippa_indica,shape,7,Thu Jan 29 01:50:24 2015,Brassicaceae,BP017243,4
selenia_grandis,shape,7,Thu Jan 29 02:20:51 2015,Brassicaceae,BP018417,4
streptanthus_gracilis,shape,7,Thu Jan 29 02:47:50 2015,Brassicaceae,BP019466,4
streptanthus_hesperidis,shape,7,Thu Jan 29 05:58:23 2015,Brassicaceae,BP019467,4
aubrieta_deltoidea,shape,8,Wed Jan 28 17:40:26 2015,Brassicaceae,BP002177,4
boechera_williamsii,shape,8,Wed Jan 28 17:14:35 2015,Brassicaceae,BP002593,4
cardamine_constancei,shape,8,Wed Jan 28 18:11:41 2015,Brassicaceae,BP003274,4
